code	city	company_name	main_activity	operating_revenue	total_assets	revenue_range
EC1790614808001	QUITO	INDUSTRIAL K KRAAEE C LTDA	Services	754	0	600
EC0990819130001	GUAYAQUIL	INDUSTRIAL Y COMERCIAL 3B S.A.	Services	5408	0	5118
EC1390000991001	QUITO	INDUSTRIAS ALES C.A.	Manufacturing	204734	202435	127579
EC1890007976001	AMBATO	INDUSTRIAS CATEDRAL S.A.	Retail	8438	6275	5118
EC0992809620001	GUAYAQUIL	INDUSTRIAS GALARZA & GONZALEZ S.A. G&GJEANS	Services	1509	0	600
EC1790778827001	SANTO DOMINGO	INDUSTRIAS LACTEAS NAVAS RAMOS ILNARA SA	Services	808	0	600
EC0990021066001	GUAYAQUIL	INDUSTRIAS UNIDAS CIA. LTDA	Manufacturing	5937	5871	5118
EC0990681708001	GUAYAQUIL	INDUSUR INDUSTRIAL DEL SUR S.A.	Wholesale	35602	34033	14951
EC1791957261001	QUITO	INDUTAP CIA. LTDA.	Services	3046	0	1752
EC0992325143001	GUAYAQUIL	INFINITYCOMPANY S.A.	Services	1770	0	1752
EC0990858071001	GUAYAQUIL	INFORMACION DE SISTEMAS ECUASISTEMAS S. A.	Services	4142	0	1752
EC0992795255001	GUAYAQUIL	INFRAPROEC S.A.	Wholesale	621	0	600
EC1791190564001	QUITO	ING. MOISES ENCALADA RAMIREZ INMERA C.A.	Wholesale	4584	0	1752
EC1791942760001	QUITO	INGENIERIA PARA EL DESARROLLO ACURIO Y ASOCIADOS S.A.	Services	1586	0	600
EC0991274545001	GUAYAQUIL	INMOBILIARIA DEL SOL S.A.	Services	20815	75178	14951
EC1790347737001	GUAYAQUIL	INMOBILIARIA DOCE DE OCTUBRE SA	Manufacturing	1181	0	600
EC0990158916001	GUAYAQUIL	INMOBILIARIA SAN JORGE SA	Services	1511	0	600
EC1792214416001	QUITO	INMODAYASHA CONSTRUCTORES S.A.	Services	1014	0	600
EC0992297050001	GUAYAQUIL	INMOPACIFICO S.A.	Services	4196	0	1752
EC1791824970001	QUITO	INNOVATORS TRADING TEXTILE PRODUCTS ITTP3 CIA. LTDA.	Wholesale	927	0	600
EC1791822080001	GUAYAQUIL	INSPECTORATE DEL ECUADOR S.A.	Manufacturing	872	0	600
EC0990632286001	GUAYAQUIL	INSTALACIONES ELECTROMECANICAS S.A.	Wholesale	29577	32826	14951
EC1792251540001	CONOCOTO	INSTALHIDS PALMA PALMA & ASOCIADOS CIA. LTDA.	Services	1075	0	600
EC1791414225001	QUITO	INSTITUTO CULINARIO INTERNACIONAL INTERCUL S.A.	Wholesale	919	0	600
EC54342	QUITO	INSTITUTO ECUATORIANO DE CREDITO EDUCATIVO Y BECAS	Services	23562	476299	14951
EC0990015449001	GUAYAQUIL	INTACO ECUADOR S.A.	Wholesale	51128	65131	43674
EC1791894731001	QUITO	INTEGRA COMUNICACIONES CIA. LTDA.	Services	1747	0	600
EC0992253738001	GUAYAQUIL	INTEGRATED SERVICES ISSA S.A.	Wholesale	5467	0	5118
EC1791842588001	QUITO	INTEGRIDAD EN CORROSION S.A. IACE	Services	767	0	600
EC1792033241001	QUITO	INTEL SEMICONDUCTORES DEL ECUADOR INTELSEMSA S.A.	Services	809	0	600
EC1790867129001	QUITO	INTELEQ S.A.	Manufacturing	6440	1929	5118
EC54343	QUITO	INTERDIN S.A	Manufacturing	56670	124652	43674
EC1792378710001	QUITO	INTERMETALS CIA. LTDA.	Services	1031	0	600
EC1791115732001	PUERTO AYORA	INTERNACIONAL DE VIAJES Y TURISMO CRETERTUR CIA. LTDA.	Manufacturing	1388	0	600
EC0992837586001	GUAYAQUIL	INTERNACIONAL WD ECUADOR S.A. INTERNACEC	Manufacturing	674	0	600
EC1790017125001	QUITO	INTERNATIONAL SHIPPING & STORAGE LTDA	Manufacturing; Wholesale	4418	0	1752
EC0991028544001	GUAYAQUIL	INTEROC S.A.	Manufacturing	84748	84168	43674
EC1090083631001	QUITO	INTEROCEANICA, CA DE SEGUROS Y REASEGUROS	Services	14434	21295	5118
EC0992208988001	GUAYAQUIL	INTERVISATRADE S.A.	Services	36394	51009	14951
EC1792283493001	QUITO	INTEXDECOR S.A.	Wholesale	942	0	600
EC0992106131001	GUAYAQUIL	INVERSANCARLOS S.A.	Services	171530	217019	127579
EC0990263205001	GUAYAQUIL	INVERSIONES INMOBILIARIAS GUAYAQUIL IGSA SA	Services	3048	0	1752
EC0991344004001	GUAYAQUIL	IPAC S.A	Manufacturing	159335	203869	127579
EC1792135737001	QUITO	ISLANDTRAVEL CIA. LTDA.	Services	1045	0	600
EC1790173984001	QUITO	ITAL-LLANTA C LTDA	Services	1947	0	1752
EC1791414101001	GUAYAQUIL	ITELBAS INGENIERIA TELECOMUNICACIONES BENAVIDES ABAD SERVICIOS CIA. LTDA.	Services	2546	0	1752
EC0992715545001	GUAYAQUIL	IUTUMSERVICES S.A.	Manufacturing	688	0	600
EC0992352361001	QUITO	J&E MARKETING Y PUBLICIDAD S.A.	Services	807	0	600
EC2290325334001	PUERTO FRANCISCO DE ORELLANA COCA	J&V EMPREORI CIA. LTDA.	Manufacturing	6353	0	5118
EC1790160793001	QUITO	JABONERIA WILSON SA	Manufacturing	38303	0	14951
EC0992420502001	GUAYAQUIL	JAPINA S.A.	Services	3390	0	1752
EC0991448551001	GUAYAQUIL	JAROMA S.A.	Manufacturing	14909	12865	5118
EC1792256674001	QUITO	JCR DISTRIBUTION SERVICES CIA. LTDA.	Services	2637	0	1752
EC0992142693001	GUAYAQUIL	JOGGIN S.A.	Services	1103	0	600
EC1792194849001	SANGOLQUI	JOURNEYFLEET CIA. LTDA.	Services	1465	0	600
EC0992760133001	GUAYAQUIL	JUPREXPORT S.A.	Wholesale	4576	0	1752
EC0992844086001	ELOY ALFARO	KAFERMETAL S.A.	Wholesale	653	0	600
EC1792258871001	QUITO	KAIZENEDUCACION CIA. LTDA.	Wholesale	626	0	600
EC0992275421001	GUAYAQUIL	KANGSHENG IMPORTADORA S.A.	Manufacturing	1311	0	600
EC0992852178001	GUAYAQUIL	KARPOLIN S.A.	Services	2015	0	1752
EC0992439297001	GUAYAQUIL	KARUNKAR S.A.	Wholesale	1799	0	1752
EC0992780592001	GUAYAQUIL	KENJOU S.A.	Manufacturing	685	0	600
EC1791172175001	QUITO	KETSATEX C.A.	Services	1029	0	600
EC0992534982001	MACHALA	KISHOR S.A.	Wholesale	962	0	600
EC0992826444001	GUAYAQUIL	KLINNAS S.A.	Services	2351	0	1752
EC0991321489001	GUAYAQUIL	KOENIG & PARTNERS S.A.	Services	21039	0	14951
EC0991321764001	QUITO	KUEHNE + NAGEL S.A.	Services	21389	0	14951
EC0990331928001	GUAYAQUIL	L HENRIQUES & CIA S.A.	Wholesale	25310	13093	14951
EC0990865477001	GUAYAQUIL	L'IRIS S.A.	Manufacturing	81558	54017	43674
EC0190329178001	CUENCA	LA CASA DE ELECTRODOMESTICO ELECTROEXITO S.A.	Retail	8463	24956	5118
EC1791309618001	TENA	LA CASA DEL SUIZO SUIZHOUSE S.A.	Manufacturing	839	0	600
EC1390012949001	MANTA	LA FABRIL S.A.	Manufacturing	467377	330639	372678
EC0990387745001	GUAYAQUIL	LA GALERIA CLEYDIA SA	Wholesale	921	0	600
EC0990633436001	QUITO	LA GANGA R.C.A. S.A.	Retail	263805	212877	127579
EC0990015295001	GUAYAQUIL	LA LLAVE SOCIEDAD ANONIMA DE COMERCIO	Wholesale	601	0	600
EC1090072370001	COTACACHI	LA MIRAGE S.A.	Services	725	0	600
EC1791952359001	QUITO	LA TABLITA GROUP CIA. LTDA.	Services	27455	5822	14951
EC0990035113001	GUAYAQUIL	LA UNION, COMPANIA NACIONAL DE SEGUROS SA	Services	16134	28039	14951
EC0991131027001	GUAYAQUIL	LABIZA S.A.	Wholesale	13654	9317	5118
EC0990493782001	GUAYAQUIL	LABORATORIO CLINICO ARRIAGA CA	Manufacturing; Wholesale	4968	0	1752
EC1790013502001	QUITO	LABORATORIOS INDUSTRIALES FARMACEUTICOS ECUATORIANOS LIFE C.A.	Manufacturing	45430	50199	43674
EC1791898044001	GUAYAQUIL	LAN PERU S.A.	Services	1989	0	1752
EC0991311637001	GUAYAQUIL	LATINA SEGUROS Y REASEGUROS CA	Services	34408	51517	14951
EC1791288661001	QUITO	LATINA TRANSPORTES SELECTIVOS Y TURISMO LATITRANSTURSA S.A.	Services	1116	0	600
EC0991311645001	GUAYAQUIL	LATINA VIDA COMPANIA DE SEGUROS CA	Manufacturing; Wholesale	5035	4737	1752
EC1790820777001	QUITO	LATINTOUR CIA.LTDA.	Services	2334	0	1752
EC0992730544001	GUAYAQUIL	LEFUEN S.A.	Wholesale	966	0	600
EC0992845023001	GUAYAQUIL	LEISTUNG S.A.	Manufacturing	1202	0	600
EC1790792323001	QUITO	LETRASIGMA C.LTDA.	Services	11016	0	5118
EC1791252322001	QUITO	LEVEL 3 ECUADOR LVLT S.A.	Services	2718	0	1752
EC1791994604001	QUITO	LEXMARK INTERNATIONAL TRADING CORP	Wholesale	638	0	600
EC0992696176001	GUAYAQUIL	LG ELECTRONICS PANAMA S.A.	Services	6583	0	5118
EC1790093808001	QUITO	LIBERTY SEGUROS SA	Services	65499	80076	43674
EC0992679840001	GUAYAQUIL	LIBNAYIT S.A.	Services	734	0	600
EC0992679956001	GUAYAQUIL	LIDERGESTION S.A.	Services	723	0	600
EC0992768495001	GUAYAQUIL	LIOSLAY S.A.	Manufacturing	686	0	600
EC0992734051001	GUAYAQUIL	LOGISTICA BANANERA S.A. LOGBAN	Services	12557	0	5118
EC0991495274001	GUAYAQUIL	LOGISTICA DE ALIMENTOS LOGALISA S.A.	Wholesale	3543	0	1752
EC0190153185001	GUAYAQUIL	LONG LIFE SEGUROS LLS EMPRESA DE SEGUROS SA	Services	6684	2952	5118
EC1792047021001	QUITO	LONGMANED ECUADOR S.A.	Wholesale	968	0	600
EC1291748690001	VENTANAS	LOPATRUCKS S.A.	Services	1056	0	600
EC2191723131001	SHUSHUFINDI	LOPRISSAM CIA. LTDA.	Manufacturing	1378	0	600
EC0992722371001	GUAYAQUIL	LOTIPLAS S.A.	Wholesale	663	0	600
EC54298	QUITO	M.M. JARAMILLO ARTEAGA	Services	45305	825430	43674
EC0190348563001	CUENCA	M&M CONSTRUCTOR CIA. LTDA.	Services	1095	0	600
EC1891720072001	SANTA ROSA	MADERALT CIA. LTDA.	Wholesale	906	0	600
EC0992474750001	GUAYAQUIL	MADERQUY S.A.	Services	1004	0	600
EC0991276076001	GUAYAQUIL	MAERSK DEL ECUADOR C.A.	Wholesale	3659	0	1752
EC1791906497001	QUITO	MAJESTIC CORPORATION CIA. LTDA	Services	5641	0	5118
EC1790137058001	QUITO	MALDONADO FIALLO HERMANOS CIA LTDA	Services	35280	0	14951
EC1792110742001	QUITO	MALETAS Y PRODUCTOS MALEPRODU CIA. LTDA.	Wholesale	3733	0	1752
EC1790266443001	GUAYAQUIL	MAMUT ANDINO CA	Services	22050	28374	14951
EC0990697000001	GUAYAQUIL	MAPFRE ATLAS COMPANIA DE SEGUROS SA	Services	52528	55061	43674
EC0591725815001	LATACUNGA	MAQUINARIA Y MATERIALES DE CONSTRUCCION MATLENCOPS CIA. LTDA.	Services	3249	0	1752
EC1791303962001	QUITO	MAQUINARIAS Y EQUIPOS EQUIGRUAS CIA. LTDA.	Manufacturing	1283	0	600
EC0990751528001	GUAYAQUIL	MAQUINAS Y SUMINISTROS MAQSUM C LTDA	Manufacturing	844	17262	600
EC0992662727001	GUAYAQUIL	MARKATENTION S.A.	Wholesale	1669	0	600
EC1792484782001	QUITO	MARROQUIN ALVARADO FULL TECNOLOGY CIA. LTDA.	Manufacturing	1198	0	600
EC0991176713001	GUAYAQUIL	MARURI PUBLICIDAD S.A.	Services	9534	4036	5118
EC0992537612001	GUAYAQUIL	MARYPESCORP S.A.	Services	1431	0	600
EC1792403367001	QUITO	MASMOVILEC MODELOS INTERACTIVOS CIA. LTDA.	Wholesale	1900	0	1752
EC1792367387001	QUITO	MASTERTRONIC CIA. LTDA.	Wholesale	638	0	600
EC2490004966001	LA LIBERTAD	MATERHASA S.A.	Manufacturing	687	0	600
EC1792244323001	QUITO	MATTEGRAPHICS CIA. LTDA.	Manufacturing	1307	0	600
EC1792055709001	QUITO	MAXDRIVE S.A.	Wholesale	13720	23245	5118
EC0992587326001	GUAYAQUIL	MAXTIMSA S.A.	Wholesale	604	0	600
EC0190378497001	CUENCA	MAXXICAUCHO S.A.	Services	1108	0	600
EC0992703776001	GUAYAQUIL	MAXZEUS S.A.	Services	4250	0	1752
EC1792086051001	QUITO	MAZELZITRO S.A.	Services	819	0	600
EC0992363657001	GUAYAQUIL	MEDIAINVESTMENT S.A.	Manufacturing	1346	0	600
EC0992780320001	GUAYAQUIL	MEDICALNOVA S.A.	Services	724	0	600
EC1791279352001	QUITO	MEDICINA PARA EL ECUADOR MEDIECUADOR HUMANA S.A.	Manufacturing	35570	13374	14951
EC1791752732001	QUITO	MEDICORSA CIA. LTDA	Services	2430	0	1752
EC0991337326001	GUAYAQUIL	MEDITERRANEAN SHIPPING COMPANY DEL ECUADOR COMPANIA ANONIMA (EMESSEA)	Wholesale	927	0	600
EC0992537345001	GUAYAQUIL	MEDYSERVICON S.A.	Services	2046	0	1752
EC1792061512001	TUMBACO	MEGA FERRETERO MEGAFERVALLE CIA. LTDA.	Manufacturing	1341	0	600
EC1891723756001	AMBATO	MEGAPROFER S.A.	Manufacturing	61984	22800	43674
EC0992585072001	GUAYAQUIL	MEGATRAX S.A.	Wholesale	639	0	600
EC0992585498001	GUAYAQUIL	MEGLIO S.A.	Services	813	0	600
EC0992698578001	GUAYAQUIL	MEISTERBLUE CIA. LDTA.	Services	31079	72379	14951
EC0992842172001	GUAYAQUIL	MEJOBRIT S.A.	Services	4650	0	1752
EC0991453369001	GUAYAQUIL	MENDEZ Y ASOCIADOS ASOMEN S.A.	Services	2111	0	1752
EC0992664258001	GUAYAQUIL	MERCAPUBLISA MERCADO Y PUBLICIDAD S.A.	Services	1998	0	1752
EC0990372217001	GUAYAQUIL	METALES INYECTADOS METAIN S.A.	Manufacturing	9243	4657	5118
EC1792195314001	QUITO	METROSERVICIOS S.A.	Manufacturing	709	0	600
EC0992198966001	SAMBORONDON	MEXUL S.A.	Services	791	0	600
EC0991355537001	QUITO	MICHELIN DEL ECUADOR S.A.	Wholesale	660	0	600
EC1791253868001	QUITO	MICROSOFT DEL ECUADOR S.A.	Services	7193	0	5118
EC0992407018001	GUAYAQUIL	MILENE S.A.	Manufacturing	4007	0	1752
EC1791938038001	QUITO	MILLEDESIGN CIA. LTDA.	Services	1113	0	600
EC2290320405001	PUERTO FRANCISCO DE ORELLANA COCA	MILSERVIPETROL S.A.	Manufacturing	1262	0	600
EC1792368898001	QUITO	MINGA TECNOLOGIA MINGATECH S.A.	Services	5693	0	5118
EC0992614102001	PUYO	MIRANOVIC S.A.	Services	1014	0	600
EC1792423171001	QUITO	MIRATE PUBLICIDAD MIRAKPUB CIA. LTDA.	Services	825	0	600
EC0992854812001	GUAYAQUIL	MITANCY S.A.	Services	2776	0	1752
EC1790065170001	QUITO	MITSUBISHI CORPORATION	Manufacturing	1247	0	600
EC1792034396001	QUITO	MODANDINA S.A.	Manufacturing	1231	0	600
EC1791768248001	QUITO	MODELSTYLE MODELOS Y ESTILOS CIA. LTDA.	Services	1077	0	600
EC1790049795001	QUITO	MODERNA ALIMENTOS S.A.	Manufacturing	141410	113331	127579
EC1791288106001	QUITO	MODINTER S.A.	Manufacturing; Wholesale	4333	0	1752
EC1790661792001	QUITO	MONICA CABEZA DE VACA PUBLICIDAD CIA. LTDA.	Services	6676	0	5118
EC1792378230001	QUITO	MONTECZ S.A.	Services	3300	0	1752
EC1792282942001	QUITO	MONTRAN ECUADOR C.A.	Services	797	0	600
EC1790099938001	QUITO	MOTRANSA C.A.	Wholesale	17694	12036	14951
EC0990299390001	GUAYAQUIL	MUEBLES EL BOSQUE S.A.	Wholesale	34571	25824	14951
EC0992303913001	GUAYAQUIL	MUGATI S.A.	Manufacturing	879	0	600
EC0992108185001	NARCISA DE JESUS NOBOL	MULMERCONST S.A.	Wholesale	974	0	600
EC1291710650001	QUEVEDO	MULTIPARTES S.A.	Services	1967	0	1752
EC1191719820001	LOJA	MULTISERVICIOS ALEN CIA. LTDA.	Wholesale	921	0	600
EC0992523999001	GUAYAQUIL	MUNDO DE LA CONSTRUCCION S.A. MUNCONSA	Services	1086	0	600
EC1790993094001	QUITO	MUNDO DEPORTIVO EMEDE S.A.	Manufacturing	12405	0	5118
EC1792056055001	QUITO	MUNDO DEPORTIVO MEDEPORT S.A.	Wholesale	65212	23530	43674
EC54543	AMBATO	MUTUALISTA AMBATO	Manufacturing	1262	19616	600
EC20737	QUITO	MUTUALISTA PICHINCHA	Services	60319	605504	43674
EC0992117656001	CUENCA	NANCAL S.A.	Manufacturing	877	0	600
EC0992201029001	GUAYAQUIL	NAPORTEC S.A.	Services	16173	0	14951
EC0591711784001	LATACUNGA	NARCIS SUPERMERCADOS S.A.	Services	1035	0	600
EC0992386789001	PUERTO AYORA	NAUTICA DEL PACIFICO S.A. NAUPASA	Manufacturing	3993	0	1752
EC0990137331001	GUAYAQUIL	NAVECUADOR S.A.	Manufacturing	1391	0	600
EC0992259221001	GUAYAQUIL	NAVESUR C. LTDA.	Services	1712	0	600
EC1792267854001	GUAYAQUIL	NAVILUSAL CIA. LTDA.	Services	13968	0	5118
EC1792273242001	QUITO	NCM IMPORTACIONES CIA. LTDA.	Services	810	0	600
EC0992335610001	GUAYAQUIL	NEDERAGRO S.A.	Manufacturing	8821	10909	5118
EC0992852216001	GUAYAQUIL	NEDOLCOR S.A.	Wholesale	1668	0	600
EC0992734493001	GUAYAQUIL	NEGOVENTAS S.A.	Services	5783	0	5118
EC0990032246001	QUITO	NESTLE ECUADOR S.A	Manufacturing	514044	308129	372678
EC0190347265001	CUENCA	NETOPTIC TECHNOLOGIES CIA. LTDA.	Manufacturing	678	0	600
EC1792019257001	QUITO	NEUMATICOS DEL ECUADOR SERVIRUEDA S.A.	Manufacturing	3992	0	1752
EC1792342724001	QUITO	NEUROTECHNOLOGY CIA. LTDA.	Wholesale	602	0	600
EC0992135700001	GUAYAQUIL	NEYMATEX S.A.	Manufacturing; Wholesale	5168	0	5118
EC1792272343001	CAYAMBE	NIRP ECUADOR C. LTDA.	Services	1031	0	600
EC1790007871001	QUITO	NOPERTI CIA. LTDA. NC.	Services	7241	12493	5118
EC0990131775001	GUAYAQUIL	NORLOP THOMPSON ASOCIADOS S.A.	Services	3403	0	1752
EC0590038601001	GUAYAQUIL	NOVACERO SA	Manufacturing	220923	218683	127579
EC1791863216001	QUITO	NOVADEVICES S.A	Services	1013	0	600
EC1791247272001	QUITO	NOVATECH SISTEMAS DE MEJORAMIENTO CONTINUO CIA LTD	Manufacturing	707	0	600
EC0992186518001	GUAYAQUIL	NOVITAT S.A.	Services	2106	0	1752
EC0992690984001	GUAYAQUIL	NPD GLOBAL SUPPLIERS S.A.	Wholesale	650	0	600
EC1792357446001	NUEVA LOJA	NUTRIJAMA S.A.	Services	2769	0	1752
EC1792180031001	TUMBACO	NUTRIVITAL S.A.	Services	4095	0	1752
EC1792228697001	QUITO	OC ARQUITECTOS CONSTRUCTORES ARQUIHOME CIA. LTDA.	Services	2376	0	1752
EC1792519306001	QUITO	ODELGA MED DEL ECUADOR S.A.	Wholesale	666	0	600
EC1790697754001	CALDERON CARAPUNGO	OFISNA C LTDA	Manufacturing	831	0	600
EC0991374752001	GUAYAQUIL	OILCORP S.A.	Services	2028	0	1752
EC0992595817001	GUAYAQUIL	OLAS ECUADOR S.A. OLAEC	Manufacturing	1314	0	600
EC1792134560001	ATACAMES	OLIOJOYA INDUSTRIA ACEITERA CIA. LTDA.	Manufacturing	600	0	600
EC1792355036001	QUITO	OMNIPOWER CORPORACION CIA. LTDA.	Services	765	0	600
EC0991383999001	GUAYAQUIL	OPERADORA DEL PACIFICO S.A. (OPACIF)	Services	4476	0	1752
EC0990608504001	DURAN	OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA S.A.	Manufacturing	235211	109564	127579
EC1790558886001	QUITO	OPTICA LOS ANDES CIA. LTDA.	Retail	26803	15468	14951
EC0992584130001	GUAYAQUIL	OPTIMEDIC S.A.	Services	750	0	600
EC0190331237001	CUENCA	ORFACORPORATION CIA. LTDA.	Wholesale	607	0	600
EC1790072266001	QUITO	ORIENCO SA	Wholesale	3575	0	1752
EC1792296404001	QUITO	ORIGENLIGHT CIA. LTDA.	Wholesale	1891	0	1752
EC1791861299001	QUITO	ORTOPEDICOS FUTURO C.A.	Services	1525	0	600
EC1791256115001	QUITO	OTECEL S.A.	Services	680286	850569	372678
EC1791842669001	GUAYAQUIL	OUTSOURCING INTEGRACION LOGISTICA DEL ECUADOR S.A	Services	1117	0	600
EC0992354119001	PUERTO AYORA	PACIFIC MARINE ENTERPRISES CIA. LTDA. PAMARENT	Services	2478	0	1752
EC53968	GUAYAQUIL	PACIFICARD	Services	81089	249087	43674
EC0992426829001	GUAYAQUIL	PACIFICLOGISTIC S.A.	Wholesale	1888	0	1752
EC1791349938001	QUITO	PAMAUX INGENIEROS CIA. LTDA.	Services	749	0	600
EC0992525142001	GUAYAQUIL	PANASONIC ECUADOR S.A.	Manufacturing	1266	0	600
EC1790427692001	QUITO	PANATLANTIC LOGISTICS S.A.	Services	23973	0	14951
EC0591709224001	QUITO	PANELES Y CONSTRUCCIONES PANECONS S.A.	Services	3155	0	1752
EC1792306183001	QUITO	PAPELERIA Y SUMINISTROS PAPEL ARIAS CALDERON S.A.	Manufacturing	695	0	600
EC1791843649001	QUITO	PARACAMIONES CIA. LTDA.	Services	1491	0	600
EC1792098971001	QUITO	PARTES Y RECUBRIMIENTOS EVERCOATS CIA. LTDA.	Manufacturing	1353	0	600
EC0992204206001	GUAYAQUIL	PDV ECUADOR S.A.	Manufacturing	1402	0	600
EC1792096332001	QUITO	PERISHAIRPORT CIA. LTDA.	Wholesale	1909	0	1752
EC0992444762001	QUITO	PETREX S.A.	Retail; Services	66028	0	43674
EC1790883795001	QUITO	PF GROUP S.A.	Manufacturing	12437	20742	5118
EC0990001243001	GUAYAQUIL	PICA PLASTICOS INDUSTRIALES C. A.	Manufacturing	79452	76928	43674
EC1790013561001	QUITO	PINTURAS CONDOR S.A.	Manufacturing	77845	52145	43674
EC0990000689001	GUAYAQUIL	PINTURAS UNIDAS S.A.	Manufacturing	62199	47433	43674
EC1790434478001	QUITO	PIZZERIA EL HORNERO C LTDA	Services	1031	0	600
EC1792352835001	QUITO	PLACEMENT RUCK INTERMEDIARIO DE REASEGUROS S.A.	Wholesale	631	0	600
EC1790240487001	QUITO	PLACO CIA LTDA	Manufacturing	708	0	600
EC1792364612001	QUITO	PLANETA TREBOL MPFILMS CIA. LTDA.	Wholesale	628	0	600
EC1791332458001	QUITO	PLANETASEGURIDAD CIA.LTDA.	Manufacturing	853	0	600
EC0990001626001	GUAYAQUIL	PLASTICOS DEL LITORAL S. A.	Manufacturing	44167	94978	43674
EC0990013497001	GUAYAQUIL	PLASTICOS ECUATORIANOS S.A	Manufacturing	49589	49477	43674
EC0990381011001	GUAYAQUIL	PLASTIGOMEZ S.A.	Wholesale	17620	10940	14951
EC0992537663001	GUAYAQUIL	PLASTISTAR S.A.	Services	1514	0	600
EC1792269644001	QUITO	POINT TECHNICAL SOLUCIONES CIA. LTDA.	Services	2466	0	1752
EC0992579846001	GUAYAQUIL	POLAINOT S.A.	Manufacturing	857	0	600
EC1791140753001	QUITO	POLIFILM CIA. LTDA.	Services	9165	0	5118
EC1791772121001	QUITO	POLIPACK CIA. LTDA.	Services	5433	0	5118
EC0991322744001	GUAYAQUIL	PORVENIR COMPANIA DE SEGUROS Y REASEGUROS SA	Wholesale	601	11280	600
EC1791973070001	QUITO	PQA PRODUCTORES QUIMICOS ECUATORIANOS S.A.	Services	3103	0	1752
EC1091740342001	IBARRA	PREMIERTEL S.A.	Services	1949	0	1752
EC0992748095001	GUAYAQUIL	PRIVANEGSA S.A.	Manufacturing	670	0	600
EC0992478764001	GUAYAQUIL	PROBINPE S.A.	Manufacturing	1222	0	600
EC1790319857001	QUITO	PROCESADORA NACIONAL DE ALIMENTOS C.A. PRONACA	Manufacturing	1032734	687809	372678
EC0991323058001	GUAYAQUIL	PRODUCARGO S.A. PRODUCTORA DE ALCOHOLES	Manufacturing	723	0	600
EC1792286174001	QUITO	PRODUCCION DE EVENTOS 911 LTDA.	Wholesale	925	0	600
EC0990012202001	QUITO	PRODUCTORA CARTONERA S. A.	Manufacturing; Wholesale	118412	123240	43674
EC0992588942001	GUAYAQUIL	PRODUCTORA MAR VIVO S.A. PROMARVI	Manufacturing	9088	37706	5118
EC0990551731001	GUAYAQUIL	PRODUCTORA NACIONAL DE PANIFICACION Y PASTELERIA PRONAPAN C LTDA	Services	3297	0	1752
EC0992368055001	YAGUACHI	PRODUCTOS DEL AGRO SYLVIA MARIA S. A. AGROSYLMA	Services	9168	4190	5118
EC0990008167001	GUAYAQUIL	PRODUCTOS METALURGICOS S.A. PROMESA	Wholesale	100140	74749	43674
EC1792039258001	QUITO	PRODUCTOS Y SERVICIOS TEXTILES PROSERTEXA S.A.	Services	824	0	600
EC20745	QUITO	PROINCO	Wholesale	6191	23719	5118
EC1792098785001	IBARRA	PROINTER PRODUCTOS INTERNACIONALES S.A.	Services	3335	0	1752
EC0992381175001	GUAYAQUIL	PROMOTORA INMOBILIARIA URBANIS S.A. PROURBANIS	Manufacturing	842	0	600
EC1790051765001	QUITO	PROTECO COASIN S.A.	Manufacturing	1275	0	600
EC1890152828001	AMBATO	PROVEEDORA CASTRO-LONDONO JABOCENTRO CIA. LTDA.	Manufacturing; Wholesale	4342	0	1752
EC0190392287001	CUENCA	PROVEEDORA NACIONAL DE EQUIPAMIENTO PRONAE S.A.	Services	12301	0	5118
EC0790099087001	MACHALA	PROVEEDORA Y CONSTRUCTORA PROVEYCON CIA. LTDA.	Manufacturing	693	0	600
EC1790971937001	QUITO	PROVEFRUT S.A.	Manufacturing	57112	40048	43674
EC2290323544001	PUERTO FRANCISCO DE ORELLANA COCA	PROVIOIL RENTA CAR CIA. LTDA.	Wholesale	625	0	600
EC1391791070001	MANTA	PROYECTOS ALTERNATIVOS S.A. PROALTO	Services	2000	0	1752
EC0992494131001	GUAYAQUIL	PROYECTOS EN LINEA S.A. PROLINSA	Services	1003	0	600
EC0992537124001	GUAYAQUIL	PUBLICICON S.A.	Services	1962	0	1752
EC0992537361001	GUAYAQUIL	PUBLIMARSTAR S.A.	Services	1727	0	600
EC0991323724001	GUAYAQUIL	PUERTO TRINITARIA TRINIPUERTO S.A.	Services	798	0	600
EC1891744427001	AMBATO	PYANACONSTRUC CIA. LTDA.	Manufacturing	1273	0	600
EC0990000530001	GUAYAQUIL	PYCCA S.A.	Wholesale; Retail	79609	54414	43674
EC1791240014001	QUITO	QBE SEGUROS COLONIAL SA	Services	157931	166936	127579
EC0992401559001	GUAYAQUIL	QUALITY TRADE SERVICES Q.T.S. S.A.	Wholesale	608	0	600
EC1790074889001	QUITO	QUIMICA ARISTON ECUADOR CIA. LTDA.	Retail	11325	7235	5118
EC0992560312001	GUAYAQUIL	QUIMICOS & ASOCIADOS S.A. SOCIAQUIM	Wholesale	645	0	600
EC0990000018001	GUAYAQUIL	QUIMIPAC S. A.	Manufacturing	16986	15999	14951
EC0990344760001	GUAYAQUIL	QUIMPAC ECUADOR S.A	Manufacturing	51435	50626	43674
EC0992448423001	LA TRONCAL	QUINFER S.A.	Wholesale	627	0	600
EC0990808171001	GUAYAQUIL	RADIO Y TELEVISION 44 SA	Services	1006	0	600
